show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s4111,movie,The Breaker Upperers,"jackie van beek, madeleine sami","madeleine sami, jackie van beek, james rolleston, celia pacquola, ana scotney, rima te wiata, carl bland, brett o'gorman, cohen holloway, jemaine clement",new zealand,2019-02-15,2018,tv-ma,82 min,"Comedies, Independent Movies, International Movies","For the right price, BFFs Jen and Mel will ruthlessly end any romance. But when one of them grows a conscience, their friendship begins to unravel."
s4113,movie,Ugly Aur Pagli,sachin kamlakar khot,"mallika sherawat, ranvir shorey, tinnu anand, sushmita mukherjee, manish anand, vihang nayak, bharati achrekar, zeenat aman",india,2019-02-15,2008,tv-14,115 min,"Comedies, International Movies, Romantic Movies","Everyday guy Kabir is thrown for a loop when he meets Kuhu, a freewheeling party girl. Now, he's a changed man, dancing, running half-naked through the streets and donning ladies' shoes at her whim."
s4114,movie,Yucatán,daniel monzón,"luis tosar, rodrigo de la serna, joan pera, stephanie cayo, gloria muñoz, adrián núñez, alicia fernández, jorge asín, agustín jiménez, lupe cartié roda, txell aixendri, xavi lite, alejandro vera, joão lagarto",spain,2019-02-15,2018,tv-ma,130 min,"Comedies, International Movies",Competing con artists attempt to creatively and ruthlessly swindle a fatherly lottery winner while on a lively cruise from Spain to Mexico.
s4116,movie,"Ken Jeong: You Complete Me, Ho",jon m. chu,ken jeong,united states,2019-02-14,2019,tv-ma,62 min,Stand-Up Comedy,"In his first-ever stand-up special, Ken Jeong pays tribute to his wife and shares stories about Hollywood and how ""The Hangover"" saved his life."
s4121,movie,High Flying Bird,steven soderbergh,"andré holland, zazie beetz, bill duke, kyle maclachlan, melvin gregg, sonja sohn, zachary quinto",united states,2019-02-08,2019,tv-ma,91 min,"Dramas, Sports Movies","When an NBA lockout sidelines his big rookie client, an agent hatches a bold plan to save their careers – and disrupt the league's power structure."
s4122,movie,Kevin Hart's Guide to Black History,tom stern,"kevin hart, saniyya sidney, lil rel howery, eoghan thomas murphy, tiffany haddish, al shearer, lonnie chavis, alphonso mcauley, nika williams, barry brewer, greg germann, john ennis, jay johnston",united states,2019-02-08,2019,tv-pg,63 min,"Children & Family Movies, Comedies",Kevin Hart highlights the fascinating contributions of black history’s unsung heroes in this entertaining – and educational – comedy special.
s4124,movie,ReMastered: The Two Killings of Sam Cooke,kelly duane de la vega,sam cooke,united states,2019-02-08,2019,tv-ma,74 min,"Documentaries, Music & Musicals","While Sam Cooke rose to stardom as a soul singer, his outspoken views on civil rights drew attention that may have contributed to his death at age 33."
s4125,movie,The Tree of Blood,julio medem,"úrsula corberó, álvaro cervantes, najwa nimri, patricia lópez arnaiz, daniel grao, joaquín furriel, maria molins, emilio gutiérrez caba, luisa gavasa, josé maría pou, ángela molina",spain,2019-02-08,2018,tv-ma,136 min,"Dramas, Independent Movies, International Movies","As a young couple write the story of their families' shared history, both reveal their relatives' dark secrets and one must make a painful confession."
s4129,movie,"Ray Romano: Right Here, Around the Corner",michael showalter,ray romano,united states,2019-02-05,2019,tv-ma,59 min,Stand-Up Comedy,"Ray Romano cut his stand-up teeth at the Comedy Cellar in New York. Now, in his first comedy special in 23 years, he returns to where it all began."
s4134,movie,Await Further Instructions,johnny kevorkian,"sam gittins, grant masters, neerja naik, abigail cruttenden, kris saddler, holly weston, david bradley",united kingdom,2019-02-02,2018,tv-ma,91 min,"Horror Movies, Sci-Fi & Fantasy","A family’s tense reunion turns terrifying when they get trapped in their home by an unknown force, and sinister commands begin appearing on their TV."
s4135,movie,Manusangada,amshan kumar,"rajeev anand, manimegalai, a.s. sasi kumar, vidhur rajarajan, sheela rajkumar, sethu darwin, anand sampath, karuna prasad",india,2019-02-02,2017,tv-14,93 min,"Dramas, Independent Movies, International Movies","When caste discrimination prevents a villager from giving his deceased father a rightful burial, he takes his fight for equality to court."
s4137,movie,Dear Ex,"hsu chih-yen, mag hsu","roy chiu, hsieh ying-xuan, joseph huang, spark chen",taiwan,2019-02-01,2018,tv-ma,100 min,"Comedies, Dramas, International Movies","A teen navigates a bitter feud between his willful mom and a free-spirited man, who's the lover and insurance beneficiary of his recently deceased dad."
s4139,movie,Lego DC Comics: Batman Be-Leaguered,rick morales,"dee bradley baker, troy baker, john dimaggio, grey delisle, tom kenny, nolan north, khary payton, james arnold taylor",united states,2019-02-01,2014,tv-y7,22 min,Movies,"When Superman and the other Justice League superheroes start disappearing, it's up to Batman to unravel the caper and save the day."
s4140,movie,LEGO Marvel Super Heroes: Black Panther,michael d. black,"james mathis iii, keston john, yvette nicole brown, daisy lightfoot, isaac c. singleton jr., trevor devall, liam o'brien, mick wingert, fred tatasciore, laura bailey",united states,2019-02-01,2018,tv-y7,22 min,Children & Family Movies,"When Thanos joins forces with villains Killmonger and Klaue to destroy Earth, Black Panther rushes to stop them from stealing Wakanda's vibranium."
s4147,movie,Velvet Buzzsaw,dan gilroy,"jake gyllenhaal, rene russo, zawe ashton, toni collette, john malkovich, natalia dyer, daveed diggs, tom sturridge",united states,2019-02-01,2019,r,113 min,"Dramas, Thrillers","A feared critic, an icy gallery owner and an ambitious assistant snap up a recently deceased artist's stash of paintings – with dire consequences."
s4148,movie,Hantu Kak Limah,mamat khalid,"awie, arab khalid, sharwani ns, tj isa, delimawati, zul ariffin, uqasha senrose, ropie cecupak",malaysia,2019-01-31,2018,tv-pg,110 min,"Comedies, Horror Movies, International Movies","When Kak Limah turns up dead shortly after her marriage to a much younger man, her pesky ghost haunts the villagers, who can't seem to get rid of her."
s4149,movie,Love Off the Cuff,pang ho-cheung,"miriam chin wah yeung, shawn yue, paul chun, jiang mengjie, wang xiao chen, siu yam yam, kwok cheung tsang, toby lee, dada chan, hugo ng","china, hong kong",2019-01-31,2017,tv-ma,120 min,"Comedies, Dramas, International Movies",Cherie and Jimmy's relationship is in a rut – until Cherie's estranged father shows up and a woman from Jimmy's past shows up with a hidden agenda.
s4152,movie,Virsa,pankaj batra,"arya babbar, kanwaljeet singh, gulshan grover, mehreen raheel, aparna sharma, aman dhaliwal, noman ijaz","india, pakistan",2019-01-30,2010,tv-14,127 min,"Dramas, International Movies, Music & Musicals",A man is disheartened when he visits his well-to-do son and grandkids in Australia and sees they have detached from their traditional Indian morals.
s4153,movie,Bhasmasur,nishil sheth,"imran rasheed, mittal chouhan, trimala adhikari, bhushan vikas, ravi goswami, raghav dutt, kumkum chouhan, rohan mobarsa",india,2019-01-29,2017,tv-14,74 min,"Dramas, Independent Movies, International Movies","In this heart-wrenching coming-of-age story, a young boy embarks on an arduous trek with his debt-ridden father to sell their beloved family donkey."
s4155,movie,High Society,byun hyuk,"park hae-il, su ae, yoon je-moon, ra mi-ran, lee jin-wook, kim gyu-sun, han ju-yeong, kim hae-gon, nam moon-cheol, jang so-yeon",south korea,2019-01-29,2018,tv-ma,137 min,"Dramas, International Movies","A deputy curator of a chaebol-funded art gallery and her husband, a politically ambitious economics professor, will do anything to join the über-elite."
s4156,movie,Up Among  The Stars,zoe berriatúa,"luis callejo, jorge andreu, macarena gómez, magüi mira, álvaro roig, maría morales, josé luis garcía pérez, kiti mánver, ingrid garcía jonsson, liz lobato",spain,2019-01-29,2018,tv-ma,86 min,"Dramas, International Movies, Sci-Fi & Fantasy","A grieving filmmaker struggling to keep custody of his young son after his wife's death uses magical, imaginary stories to maintain their bond."
s4158,movie,Habibie & Ainun,faozan rizal,"reza rahadian, bunga citra lestari, tio pakusadewo, ratna riantiarno, mike lucock, vitta mariana barrazza, christoffer nelwan","indonesia, singapore",2019-01-28,2012,tv-14,125 min,"Dramas, International Movies, Romantic Movies","This companion to 2016's ""Rudy Habibie"" traces the relationship between Indonesia’s third president and his wife behind the scenes of their public lives."
s4159,movie,Nathicharami,mansore,"sruthi hariharan, sanchari vijay, sharanya, balaji manohar, greeshma sridhar, harshil koushik, shaanthala, gopalkrishna deshpande",india,2019-01-28,2018,tv-ma,114 min,"Dramas, Independent Movies, International Movies","Reeling from the loss of her husband, a widow struggles to fulfill her physical and emotional desires despite social taboos around female sexuality."
s4160,movie,Rudy Habibie,hanung bramantyo,"reza rahadian, chelsea islan, dian nitami, indah permatasari, ernest prakasa, boris bokir, rey bong, cornelio sunny, pandji pragiwaksono, bastian bintang simbolon",indonesia,2019-01-28,2016,tv-14,143 min,"Dramas, International Movies","A biopic that explores the hardships and triumphs of the early life of B. J. Habibie, a transformative president of Indonesia."
s4161,movie,Surga Yang Tak Dirindukan,kuntz agus,"fedi nuril, laudya cynthia bella, raline shah, sandrinna michelle, kemal pahlevi, tanta ginting, zaskia adya mecca, landung simatupang, ray sitoresmi, vitta mariana barrazza",indonesia,2019-01-28,2015,tv-14,121 min,"Dramas, Faith & Spirituality, International Movies","After saving an unwed expectant mother who's injured in a car accident, a happily married man takes her as his second wife – without telling his first."
s4162,movie,Surga Yang Tak Dirindukan 2,"hanung bramantyo, meisa felaroze","fedi nuril, raline shah, laudya cynthia bella, reza rahadian, nora danish",indonesia,2019-01-28,2017,tv-14,119 min,"Dramas, Faith & Spirituality, International Movies","In this sequel to the award-winning 2015 film, Pras, Arini and Meirose face new challenges that could change the dynamic of their unique love triangle."
s4165,movie,Goyo: The Boy General,jerrold tarog,"paulo avelino, carlo aquino, arron villaflor, mon confiado, gwen zamora, jeffrey quizon, alvin anson, empress schuck, perla bautista, benjamin alves",philippines,2019-01-26,2018,tv-ma,150 min,"Dramas, International Movies","Brash ladies' man Gregorio ""Goyo"" del Pilar rises to become one of the Philippines' youngest generals in this historical epic sequel to ""Heneral Luna."""
s4166,movie,Animas,"laura alvea, josé ortuño","clare durant, iván pellicer, luis bermejo, liz lobato, chacha huang, ángela molina","spain, belgium",2019-01-25,2018,tv-ma,88 min,"Horror Movies, International Movies",A teen's eerie visions become increasingly frequent and terrifying after her longtime friend gets a girlfriend and his abusive dad is strangely killed.
s4170,movie,Mi Obra Maestra,gastón duprat,"guillermo francella, luis brandoni, raúl arévalo, andrea frigerio, maría soldi, mónica duprat, mahmoud azim, santiago korovsky, julio marticorena, alejandro paker","argentina, spain",2019-01-25,2018,tv-ma,105 min,"Comedies, International Movies","A sly art dealer tries to revive the career of his longtime pal, a surly painter, with a risky plan that tests their morals and friendship."
s4174,movie,Just Love,"andy caballero, diego corsini","franco masini, yamila saud, victorio d'alessandro, andrea frigerio, gerardo romano, bautista lena, josefina ramírez, noel schajris, diana hernández, daniela aita",argentina,2019-01-24,2018,tv-ma,96 min,"Dramas, International Movies, Music & Musicals","Inspired by his love affair with a conservative lawyer, the lead singer of a struggling garage band pens a hit song that propels him to fame."
s4175,tv show,Innocent,seren yüce,"ali atay, haluk bilginer, nur sürer, okan yalabık, tülin özen, serkan keskin, bartu küçükçağlayan, irem altug, mehmet özgür, merve ates, defne halman, cem zeynel kiliç, esra kizildogan",turkey,2019-01-23,2017,tv-ma,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","In a peaceful, rustic town, a retired officer and his family are mired in a murder mystery riddled with shocking, buried secrets."
s4178,movie,IO,jonathan helpert,"margaret qualley, anthony mackie, danny huston",united states,2019-01-18,2019,tv-14,96 min,"Dramas, Sci-Fi & Fantasy","As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet."
s4181,movie,Old Lord Savanna,andré d'elia,leonardo ribeiro,brazil,2019-01-18,2018,tv-14,96 min,"Documentaries, International Movies",This documentary captures the environmental and societal impact of Brazil's Cerrado savanna suffering from severe deforestation.
s4182,movie,Patria,matías gueilburt,paco ignacio taibo ii,mexico,2019-01-18,2019,tv-ma,90 min,"Documentaries, International Movies","Paco Ignacio Taibo II brings his book trilogy to life, highlighting Mexico's history in 1854-1867, a period he considers foundational to the country."
s4183,movie,Soni,ivan ayr,"geetika vidya ohlyan, saloni batra, mohinder gujral, mohit chauhan, vikas shukla, gauri chakraborty, simrat kaur, dimple kaur",india,2019-01-18,2018,tv-ma,97 min,"Dramas, Independent Movies, International Movies","While fighting crimes against women in Delhi, a short-fused policewoman and her level-headed female boss grapple with gender issues in their own lives."
s4187,movie,"Abdullah, The Final Witness",hashim nadeem khan,"sajid hasan, hameed sheikh, habibullah panezai, imraan abbas, sadia, imran tareen, asal deen, yameen shah",pakistan,2019-01-15,2016,tv-14,88 min,"Dramas, International Movies","Inspired by real events, this drama follows a trucker jailed after driving five ill-fated travelers across Quetta, and the officer taking on his case."
s4189,movie,Echcharikkai,sarjun,"sathyaraj, varalakshmi sarathkumar, kishore kumar g., vivek rajgopal, jayakumar, yogi babu, soundar, l. alice",india,2019-01-15,2018,tv-14,127 min,"International Movies, Thrillers","After kidnapping a millionaire’s daughter, two men get swept up in a power struggle as her father enlists a brilliant cop to hunt them down."
s4191,movie,Pandigai,feroz,"kreshna, anandhi, saravanan, madhusudhanan, black pandi, nitin sathyaa, aruldass, karunas, shanmugha rajan, prinz nithik",india,2019-01-15,2017,tv-ma,125 min,"Action & Adventure, Dramas, International Movies","Looking for a way out of his impoverished life, a lowly hotel waiter joins an underground fight club. Then he needs a way out of that."
s4192,movie,Pari,syed atif ali,"junaid akhtar, azekah daniel, khushi maheen, saleem mairaj, qavi khan, rasheed naz, faiq asim",pakistan,2019-01-15,2018,tv-14,116 min,"Horror Movies, International Movies","When their daughter exhibits strange behavior after moving into their new home, a couple must come to terms with who she really is."
s4193,movie,Revenger,lee seung-won,"bruce khan, park hee-soon, yoon jin-seo, kim in-kwon, kim na-yeon, park cheol-min, jeon soo-jin, kim jae-hyun, choi je-heon",south korea,2019-01-15,2018,tv-ma,102 min,"Action & Adventure, International Movies","Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals."
s4194,movie,Sebastian Maniscalco: Stay Hungry,rik reinholdtsen,sebastian maniscalco,united states,2019-01-15,2019,tv-ma,65 min,Stand-Up Comedy,"Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special."
s4195,movie,The Doll,rocky soraya,"shandy aulia, denny sumargo, sara wijayanto, vitta mariana barrazza, demian aditya, faiza mahnur, hans gunawan, aslam abad, annette edoarda, wenty mamenda",indonesia,2019-01-15,2016,tv-ma,106 min,"Horror Movies, International Movies","Eerie things begin to happen after a man gives his wife a doll, unaware it once belonged to a girl who was murdered. The first of the ""Doll"" films."
s4196,movie,The Doll 2,rocky soraya,"luna maya, herjunot ali, sara wijayanto, maria sabta, rydhen afexi, ira ilva sari, shofia shireen, mega carefansa, wati sudiyono, princess martinez",indonesia,2019-01-15,2017,tv-ma,117 min,"Horror Movies, International Movies","A mother uses her deceased daughter’s doll as a medium to communicate with her, but the consequences are chilling. The second of the “Doll” films."
s4198,movie,Baazaar,gauravv k chawla,"saif ali khan, chitrangada singh, radhika apte, rohan vinod mehra, manish chaudhary, denzil smith, pawan chopra, deepak gheewala, utkarsh mazumdar, danish hussain",india,2019-01-13,2018,tv-ma,136 min,"Dramas, International Movies","A wide-eyed graduate learns the ugly side of ambition when he joins in the dubious business practices of his idol, a ruthless Mumbai stock tycoon."
s4199,movie,All of You,dan villegas,"jennylyn mercado, derek ramsay, yayo aguila, kean cipriano, nico antonio, enzo marcos, via antonio, hannah ladesma",philippines,2019-01-11,2017,tv-ma,104 min,"Comedies, Dramas, International Movies","Two strangers meet on a dating app and experience instant chemistry, but their relationship unravels as jarring differences catch up to them."
s4205,movie,Solo,hugo stuven,"alain hernández, aura garrido, ben temple",spain,2019-01-11,2018,tv-ma,91 min,"Dramas, Independent Movies, International Movies","In a remote area of the Canary Islands, a surfer falls off a cliff. Fighting to survive, he reflects on his life and past romance. Based on true events."
s4206,movie,The Last Laugh,greg pritikin,"chevy chase, richard dreyfuss, andie macdowell, kate micucci, chris parnell, george wallace, lewis black",united states,2019-01-11,2019,tv-ma,99 min,"Comedies, Dramas","After moving to a retirement home, restless talent manager Al reconnects with long-ago client Buddy and coaxes him back out on the comedy circuit."
s4209,movie,GODZILLA The Planet Eater,"kobun shizuno, hiroyuki seshita","mamoru miyano, takahiro sakurai, kana hanazawa, tomokazu sugita, yuki kaji, junichi suwabe, reina ueda, ari ozawa, daisuke ono, kenta miyake, kenyu horiuchi, kazuya nakai, kazuhiro yamaji",japan,2019-01-09,2018,tv-pg,91 min,"Action & Adventure, Anime Features, International Movies","With the earth alliance weakened, Haruo weighs siding with the Exif, whose death cult is summoning a monster that can destroy the world."
s4210,movie,Next Enti?,kunal kohli,"navdeep, larissa bonesi, sarathbabu, tamannaah bhatia, sundeep kishan, poonam kaur",india,2019-01-09,2018,tv-14,117 min,"Comedies, Dramas, International Movies","Clashing views on intimacy lead a couple to go their separate ways to reflect on commitment and companionship, before suddenly crossing paths again."
s4211,movie,Komola Rocket,noor imran mithu,"tauquir ahmed, mosharraf karim, joyraj, samia said, dominic gomez",bangladesh,2019-01-07,2018,tv-14,95 min,"Dramas, Independent Movies, International Movies","As the lives of rich and poor passengers aboard a steamship unfold, buried secrets, lustful affairs and selfish desires are exposed."
s4212,movie,Nang Nak,nonzee nimibutr,"inthira charoenpura, winai kraibutr",thailand,2019-01-05,1999,tv-ma,101 min,"Horror Movies, International Movies, Romantic Movies","In this adaptation of a Thai folk tale, a man returns from war to his family, unaware of a sad secret about what happened to them while he was away."
s4213,movie,And Breathe Normally,ísold uggadóttir,"kristín thóra haraldsdóttir, babetida sadjo, patrik nökkvi pétursson","iceland, sweden, belgium",2019-01-04,2018,tv-14,102 min,"Dramas, Independent Movies, International Movies",An Icelandic single mom struggling with poverty and a Guinea-Bissauan asylum seeker facing deportation find their lives intertwined in unexpected ways.
s4215,movie,Lionheart,genevieve nnaji,"genevieve nnaji, nkem owoh, pete edochie, onyeka onwenu, kanayo o. kanayo",nigeria,2019-01-04,2018,tv-pg,95 min,"Comedies, Dramas, Independent Movies","When her father falls ill, Adaeze steps up to run the family business – alongside her uncle – and prove herself in a male-dominated world."
s4218,movie,Monty Python and the Holy Grail,"terry gilliam, terry jones","graham chapman, john cleese, eric idle, terry gilliam, terry jones, michael palin, connie booth, carol cleveland, neil innes",united kingdom,2019-01-02,1975,pg,92 min,"Action & Adventure, Classic Movies, Comedies",The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail.
s4220,movie,Back to the 90s,yanyong kuruaungkoul,"dan aaron ramnarong, pimchanok leuwisetpaiboon, chanintorn jitpreeda, chonlakarn puangnoy, achita pramoj na ayudhya, vichuda pindum, kriengsak hrientong, likit sittiphun",thailand,2019-01-01,2015,tv-14,111 min,"Comedies, International Movies, Music & Musicals","When a teenager is transported back to his parents’ high school days, he has the chance to alter the events that led to their unhappy marriage."
s4222,movie,Merku Thodarchi Malai,lenin bharathi,"antony, gayathri krishna, abu valayamkulam, anthony vaathiyaar, aarubala, sornam",india,2019-01-01,2018,tv-ma,115 min,"Dramas, Independent Movies, International Movies","In southern India, a laborer's dreams of owning a piece of land to farm is complicated by political corruption."
s4223,movie,Moshe Kasher: Live in Oakland,jay chapman,moshe kasher,united states,2019-01-01,2012,tv-ma,61 min,Stand-Up Comedy,Comic Moshe Kasher returns to his home turf of Oakland for this stand-up special that has him sharing uproarious stories about the people he's met.
s4224,movie,Pokémon the Movie: I Choose You!,kunihiko yuyama,"ikue otani, sarah natochenny, david oliver nelson, mike pollock, kate bristol, suzy myers, rodger parsons",japan,2019-01-01,2017,tv-y7,97 min,"Anime Features, Children & Family Movies","When Ash tries to pick his first Pokémon on his birthday, he ends up with a stubborn Pikachu and they embark on a journey to find the legendary Ho-Oh."
s4225,movie,Puriyatha Puthir,ranjit jeyakodi,"vijay sethupathi, gayathrie, mahima nambiar, arjunan, ramesh thilak, ranjith",india,2019-01-01,2017,tv-ma,120 min,"International Movies, Thrillers",An aspiring music director begins to receive voyeuristic footage of his girlfriend from her apparent stalker as tragedy strikes those around him.
s4226,movie,Taramani,ram,"andrea jeremiah, anjali, vasanth ravi, adrian knight jesly, azhagamperumal, lizzie antony, nivas adithan, abhishek d shah",india,2019-01-01,2017,tv-ma,148 min,"Dramas, Independent Movies, International Movies","A traditional man and an independent woman share a connection, but they must learn to navigate their vastly different experiences and expectations."
s4229,movie,Whitney Cummings: Money Shot,john fortenberry,whitney cummings,united states,2019-01-01,2010,tv-ma,48 min,Stand-Up Comedy,"Comedy Central roast veteran Whitney Cummings gets the stage to herself in this debut special, which finds her riffing on a wide range of topics."
s4230,movie,Bill Hicks: One Night Stand,john fortenberry,bill hicks,united kingdom,2018-12-31,1991,tv-ma,28 min,Stand-Up Comedy,"Bill Hicks remembers a wild night in 1989 and offers his views on puffing cigarettes, smoking weed, drinking, sex, commercials and music."
s4232,movie,Bill Hicks: Relentless,chris bould,bill hicks,united kingdom,2018-12-31,1992,tv-ma,61 min,Stand-Up Comedy,"In one of his most iconic performances, late comedian Bill Hicks demonstrates what made him such a singular talent and a force to be reckoned with."
s4233,movie,Bill Hicks: Revelations,chris bould,bill hicks,united kingdom,2018-12-31,1993,tv-ma,56 min,Stand-Up Comedy,"In his final recorded special, the iconoclastic comedian channels Goat Boy and tackles provocative topics like British porn, pot and the priesthood."
s4234,movie,Bill Hicks: Sane Man,"kevin booth, david johndrow",bill hicks,united states,2018-12-31,1989,tv-ma,81 min,Stand-Up Comedy,"Filmed in 1989 at a turning point in comedian Bill Hicks's career, this rare onstage performance captures him spouting off on a variety of topics."
s4238,movie,Sam Kinison: Breaking the Rules,walter c. miller,sam kinison,united states,2018-12-31,1987,tv-ma,50 min,Stand-Up Comedy,"The one-time preacher shakes and shudders as he tears into subjects including sex, marriage, religion, drugs and famine in this HBO special."
s4239,movie,Sam Kinison: Family Entertainment Hour,walter c. miller,sam kinison,united states,2018-12-31,1991,tv-ma,49 min,Stand-Up Comedy,"Comic Sam Kinison lets it rip with this performance at L.A.'s Wiltern theatre, skewering every segment of modern society from religion to television."
s4240,movie,Sam Kinison: Live in Vegas,walter c. miller,sam kinison,united states,2018-12-31,1991,tv-ma,71 min,Stand-Up Comedy,Standup legend Sam Kinison is at his screaming best as he storms the stage in Sin City to get a few things off his chest.
s4244,movie,The Seven Deadly Sins the Movie: Prisoners of the Sky,noriyuki abe,"yuki kaji, sora amamiya, misaki kuno, aoi yuki, tatsuhisa suzuki, jun fukuyama, yuhei takagi, maaya sakamoto, tomokazu sugita, tsubasa yonaga, haruka tomatsu, reiko suzuki, akio otsuka, toshiyuki morikawa, yoko hikasa, toru sakurai, masuo amada, takaya kuroda, silk road",japan,2018-12-31,2018,tv-14,100 min,"Action & Adventure, Anime Features, International Movies","The Seven Deadly Sins aid the Sky People against a powerful group of demons hellbent on resurrecting a demonic beast sealed over 3,000 years ago."
s4245,movie,Tim Allen: Men Are Pigs,ellen brown,tim allen,united states,2018-12-31,1990,tv-ma,30 min,Stand-Up Comedy,"Standup comedian Tim Allen delivers a set dedicated to ""men stuff"" like lawn care, power tools and why he grunts like an animal."
s4247,movie,Tim Minchin And The Heritage Orchestra Live,matt askem,"tim minchin, jules buckley",united kingdom,2018-12-31,2011,tv-ma,146 min,"Music & Musicals, Stand-Up Comedy","Flanked by a full orchestra, Tim Minchin takes the Royal Albert Hall by storm with a wonderfully witty evening of satirical musical comedy."
s4248,movie,Tim Minchin: So F**king Rock,matt askem,tim minchin,united kingdom,2018-12-31,2008,tv-ma,127 min,"Music & Musicals, Stand-Up Comedy",Comedic pianist Tim Minchin performs a host of his catchy songs that touch on everything from the Middle East to the healing power of canvas bags.
s4249,movie,Todd Glass: Stand-Up Special,jay chapman,todd glass,united states,2018-12-31,2012,tv-ma,46 min,Stand-Up Comedy,"Standup comedian Todd Glass gets right down to it, with sly observations on accepting directions, denying compliments and being afraid of the dark."
s4250,movie,Tom Papa Live in New York City,rob zombie,tom papa,united states,2018-12-31,2011,tv-14,57 min,Stand-Up Comedy,"Comedian Tom Papa riffs on the trials of married life, fatherhood in the 21st century, domestic pets and more in his stand-up show."
s4253,movie,A Twelve Year Night,álvaro brechner,"antonio de la torre, chino darín, alfonso tort, soledad villamil, césar troncoso, silvia pérez cruz, césar bordón, mirella pascual, nidia telles, eduardo recabarren","uruguay, argentina, spain",2018-12-28,2018,tv-ma,122 min,"Dramas, International Movies",Future Uruguayan president José Mujica and his fellow Tupamaro political prisoners fight to survive 12 years of solitary confinement and torture.
s4256,movie,Life Ki Toh Lag Gayi,rakesh mehta,"kay kay menon, ranvir shorey, manu rishi chadha, pradhuman singh, neha bhasin, jackie shroff, asrani, neeraj vora, sharat saxena, tom alter",india,2018-12-28,2012,tv-ma,109 min,"Action & Adventure, Comedies, Dramas","A vengeful son, a cop on a mission, a wannabe actress and a jilted lover find their lives intermingling in unexpected ways over 24 hours in Mumbai."
s4260,movie,When Angels Sleep,gonzalo bendala,"julián villagrán, marian álvarez, ester expósito, sira alonso de alarcón, asia ortega, daniel jumillas, christian mulas",spain,2018-12-28,2018,tv-ma,96 min,"Dramas, International Movies, Thrillers","After a businessman falls asleep at the wheel and hits a woman with his car, his interactions with her scared friend unleash a string of dark events."
s4263,tv show,Watership Down,noam murro,"james mcavoy, nicholas hoult, john boyega, ben kingsley, tom wilkinson, gemma arterton, peter capaldi, olivia colman, mackenzie crook, anne-marie duff, taron egerton, james faulkner, freddie fox, lee ingleby, miles jupp, daniel kaluuya, rory kinnear, craig parkinson, rosamund pike, daniel rigby, jason watkins","united kingdom, ireland, united states",2018-12-23,2018,tv-pg,1 Season,"British TV Shows, International TV Shows, TV Action & Adventure",A warren of rabbits battles many threats on their daring journey to find a new home in this adaptation of the classic novel by Richard Adams.
s4268,movie,Bad Seeds,kheiron,"kheiron, catherine deneuve, andré dussollier, louison blivet, adil dehbi, hakou benosmane, youssouff wague, mahia zrouki, joseph jovanovic","france, belgium",2018-12-21,2018,tv-ma,105 min,"Comedies, Dramas, International Movies","Troubled by his past, a scam artist who runs a petty racket with his adoptive mom finds redemption while mentoring a group of difficult students."
s4269,movie,Bird Box,susanne bier,"sandra bullock, trevante rhodes, john malkovich, sarah paulson, bd wong, jacki weaver, rosa salazar, danielle macdonald, lil rel howery, tom hollander",united states,2018-12-21,2018,r,124 min,"Dramas, Sci-Fi & Fantasy, Thrillers","Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety."
s4278,movie,23:59,gilbert chan,"tedd chan, stella chung, henley hii, lawrence koh, tommy kuan, josh lai, mark lee, susan leong, benjamin lim",singapore,2018-12-20,2011,r,78 min,"Horror Movies, International Movies","When an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that's haunting their jungle island training camp."
s4279,movie,Aggretsuko: We Wish You a Metal Christmas,rarecho,"kaolip, shingo kato, komegumi koiwasaki, maki tsuruta, sohta arai, rina inoue, yuki takahashi, rarecho",japan,2018-12-20,2018,tv-pg,22 min,Movies,"While Retsuko desperately makes plans for Christmas Eve, her new obsession with seeking validation through social media spirals out of control."
s4281,movie,Imperfect,steve cheng,"edwin goh, ian fang weijie, phua yida, kimberly chia",singapore,2018-12-20,2012,tv-ma,95 min,"Action & Adventure, International Movies","After a brawl lands him in a Boys’ Home, a teen seems to be on a promising path until loyalty to his gangster buddy leads to even bigger trouble."
s4282,movie,Lang Tong,sam loh,"william lawandi, angeline yap, vivienne tseng, esther goh, alan tan",singapore,2018-12-20,2015,tv-ma,82 min,"International Movies, Thrillers","After seducing a philandering con man, a rebellious young woman enlists his help in carrying out a heinous crime against her sister."
s4283,movie,Miss J Contemplates Her Choice,jason lai,"kit chan, xiang yun, bobby tonelli, shane pow, seraph sun, marcus chiau, sierra bustos, amy cheng, lin yu hui, youyi",singapore,2018-12-20,2014,tv-ma,89 min,"Dramas, International Movies, Thrillers",The life of a radio talk-show host is turned upside down after a murderous caller dials into her program and asks her to choose his next victim.
